0.1195	0.06190
0.1205	0.56140
0.1215	4.90100
0.1225	1.18400
0.1235	0.04770
0.1245	0.03430
0.1255	0.02880
0.1265	0.03520
0.1275	0.02130
0.1285	0.01730
0.1295	0.03990
0.1305	0.12060
0.1315	0.03980
0.1325	0.04130
0.1335	0.16800
0.1345	0.04570
0.1355	0.03800
0.1365	0.03090
0.1375	0.02920
0.1385	0.03970
0.1395	0.07560
0.1405	0.06080
0.1415	0.04210
0.1425	0.04680
0.1435	0.05110
0.1445	0.05090
0.1455	0.05540
0.1465	0.07090
0.1475	0.08490
0.1485	0.08200
0.1495	0.07960
0.1505	0.08700
0.1515	0.09270
0.1525	0.11630
0.1535	0.12990
0.1545	0.20590
0.1555	0.21440
0.1565	0.18470
0.1575	0.17170
0.1585	0.16750
0.1595	0.17540
0.1605	0.19340
0.1615	0.22280
0.1625	0.25190
0.1635	0.28410
0.1645	0.29730
0.1655	0.43020
0.1665	0.39890
0.1675	0.38750
0.1685	0.45560
0.1695	0.58770
0.1705	0.66160
0.1715	0.68800
0.1725	0.72520
0.1735	0.76450
0.1745	0.90670
0.1755	1.07900
0.1765	1.22000
0.1775	1.40300
0.1785	1.53800
0.1795	1.57600
0.1805	1.83100
0.1815	2.23300
0.1825	2.24300
0.1835	2.24400
0.1845	2.06600
0.1855	2.31100
0.1865	2.70000
0.1875	3.00900
0.1885	3.29100
0.1895	3.56900
0.1905	3.76400
0.1915	4.16500
0.1925	4.11300
0.1935	3.80800
0.1945	5.21000
0.1955	5.42700
0.1965	6.00800
0.1975	6.19100
0.1985	6.18700
0.1995	6.66400
0.2005	7.32600
0.2015	8.02300
0.2025	8.26100
0.2035	9.21700
0.2045	10.25000
0.2055	10.54000
0.2065	11.08000
0.2075	12.65000
0.2085	15.05000
0.2095	21.38000
0.2105	27.92000
0.2115	33.54000
0.2125	31.30000
0.2135	33.15000
0.2145	40.03000
0.2155	36.15000
0.2165	32.27000
0.2175	35.29000
0.2185	44.37000
0.2195	46.92000
0.2205	47.33000
0.2215	39.58000
0.2225	49.65000
0.2235	63.01000
0.2245	58.97000
0.2255	52.29000
0.2265	39.40000
0.2275	39.92000
0.2285	51.95000
0.2295	47.71000
0.2305	52.12000
0.2315	50.97000
0.2325	53.26000
0.2335	44.74000
0.2345	38.97000
0.2355	51.42000
0.2365	48.59000
0.2375	48.44000
0.2385	41.96000
0.2395	44.12000
0.2405	39.56000
0.2415	51.48000
0.2425	70.60000
0.2435	66.53000
0.2445	60.97000
0.2455	49.39000
0.2465	50.40000
0.2475	55.50000
0.2485	45.65000
0.2495	56.38000
0.2505	60.10000
0.2515	46.01000
0.2525	41.55000
0.2535	51.55000
0.2545	59.57000
0.2555	79.30000
0.2565	101.80000
0.2575	125.40000
0.2585	125.10000
0.2595	104.00000
0.2605	85.51000
0.2615	89.80000
0.2625	103.60000
0.2635	165.80000
0.2645	249.70000
0.2655	252.70000
0.2665	249.40000
0.2675	250.80000
0.2685	243.80000
0.2695	238.90000
0.2705	267.30000
0.2715	224.40000
0.2725	197.40000
0.2735	196.50000
0.2745	132.60000
0.2755	175.10000
0.2765	242.80000
0.2775	233.80000
0.2785	159.30000
0.2795	85.55000
0.2805	94.63000
0.2815	208.30000
0.2825	294.10000
0.2835	313.50000
0.2845	235.30000
0.2855	163.10000
0.2865	322.70000
0.2875	336.30000
0.2885	322.20000
0.2895	472.70000
0.2905	601.30000
0.2915	580.80000
0.2925	521.90000
0.2935	535.50000
0.2945	508.80000
0.2955	553.20000
0.2965	509.60000
0.2975	507.30000
0.2985	465.50000
0.2995	484.00000
0.3005	420.00000
0.3015	455.50000
0.3025	489.00000
0.3035	620.60000
0.3045	602.50000
0.3055	594.80000
0.3065	555.70000
0.3075	615.00000
0.3085	611.40000
0.3095	496.50000
0.3105	622.40000
0.3115	729.20000
0.3125	655.90000
0.3135	699.90000
0.3145	662.90000
0.3155	633.00000
0.3165	633.20000
0.3175	773.90000
0.3185	664.90000
0.3195	710.50000
0.3205	805.10000
0.3215	699.50000
0.3225	688.60000
0.3235	661.30000
0.3245	760.80000
0.3255	875.80000
0.3265	979.50000
0.3275	952.70000
0.3285	917.60000
0.3295	1061.00000
0.3305	1016.00000
0.3315	965.70000
0.3325	954.90000
0.3335	921.60000
0.3345	958.90000
0.3355	943.40000
0.3365	809.50000
0.3375	841.80000
0.3385	921.50000
0.3395	958.10000
0.3405	1007.00000
0.3415	923.80000
0.3425	993.00000
0.3435	950.60000
0.3445	795.70000
0.3455	939.20000
0.3465	926.40000
0.3475	901.70000
0.3485	897.20000
0.3495	889.80000
0.3505	1050.00000
0.3515	979.50000
0.3525	907.90000
0.3535	1033.00000
0.3545	1111.00000
0.3555	1045.00000
0.3565	912.30000
0.3575	796.00000
0.3585	693.60000
0.3595	991.10000
0.3605	970.80000
0.3615	878.10000
0.3625	997.80000
0.3635	996.90000
0.3645	1013.00000
0.3655	1152.00000
0.3665	1233.00000
0.3675	1180.00000
0.3685	1101.00000
0.3695	1226.00000
0.3705	1139.00000
0.3715	1175.00000
0.3725	1054.00000
0.3735	920.20000
0.3745	900.40000
0.3755	1062.00000
0.3765	1085.00000
0.3775	1282.00000
0.3785	1327.00000
0.3795	1066.00000
0.3805	1202.00000
0.3815	1082.00000
0.3825	791.30000
0.3835	684.10000
0.3845	959.70000
0.3855	1008.00000
0.3865	1007.00000
0.3875	1004.00000
0.3885	984.30000
0.3895	1174.00000
0.3905	1247.00000
0.3915	1342.00000
0.3925	1019.00000
0.3935	582.30000
0.3945	1026.00000
0.3955	1314.00000
0.3965	854.50000
0.3975	928.80000
0.3985	1522.00000
0.3995	1663.00000
0.4005	1682.00000
0.4015	1746.00000
0.4025	1759.00000
0.4035	1684.00000
0.4045	1674.00000
0.4055	1667.00000
0.4065	1589.00000
0.4075	1628.00000
0.4085	1735.00000
0.4095	1715.00000
0.4105	1532.00000
0.4115	1817.00000
0.4125	1789.00000
0.4135	1756.00000
